production_id,farm_name,field_id,field_location,crop_type,crop_variety,planting_date,harvest_date,fertilizer_type,fertilizer_quantity_kg,pesticide_type,pesticide_quantity_ltr,irrigation_type,irrigation_quantity_ltr,total_yield_kg,avg_yield_per_hectare,soil_ph,rainfall_mm,avg_temperature_c,labor_hours,number_of_workers,machinery_used,expected_market_price_per_kg,expected_total_revenue_eur
14602,Gilbert Inc,F-282,Spencerland,Corn,Dent,2023-05-30,2023-09-11,Compost,61.1,Neem Oil,13.0,Drip,1568.0,3351.2,3357.1,6.3,687.3,13.4,197.3,3,Harvester,1.44,4825.68
14603,"Russo, Miller and Johnson",F-214,Krystalshire,Potato,Red,2023-09-03,2023-12-09,Urea,288.3,Neem Oil,29.2,Sprinkler,1072.8,7442.0,3674.4,6.71,447.7,18.5,111.8,10,Tractor,0.42,3125.64
14604,Sparks Ltd,F-251,Port Robert,Corn,Sweet,2023-06-01,2023-10-16,NPK 15-15-15,242.0,Neem Oil,23.3,Sprinkler,1758.0,6096.0,2664.1,7.3,529.7,25.3,177.6,6,Harvester,1.49,9082.99
14605,Johnson PLC,F-245,West Noahborough,Potato,Red,2024-01-18,2024-04-21,NPK 15-15-15,279.0,Chlorpyrifos,28.3,Drip,942.0,8120.2,4707.6,5.52,457.3,13.5,81.3,8,Plough,1.19,9663.07
14606,Harris-Arias,F-407,Port Elizabethborough,Potato,Russet,2025-02-28,2025-06-01,Compost,265.0,Neem Oil,15.1,Flood,708.3,3728.0,2976.9,7.3,224.7,25.3,65.8,10,Tractor,1.09,4063.54
14607,"Rodriguez, Lawrence and Delacruz",F-565,Port Travis,Wheat,Durum,2024-01-01,2024-05-28,Compost,122.4,Neem Oil,13.3,Flood,1140.6,2264.1,1851.6,5.81,455.9,18.7,150.7,7,Tractor,0.9,2037.68
14608,Reyes-Davis,F-205,North Eric,Soybean,Black,2024-12-03,2025-05-04,Urea,281.5,Neem Oil,19.1,Drip,1712.6,9191.4,11299.2,6.5,681.2,19.4,135.1,2,Plough,0.7,6433.99
14609,"Gilmore, Weeks and Mccarthy",F-952,Randallstad,Potato,Russet,2024-06-08,2024-09-16,NPK 15-15-15,271.5,Chlorpyrifos,22.2,Sprinkler,1414.5,6789.7,5805.9,6.79,356.4,16.9,60.6,8,Tractor,0.3,2036.9
14610,Cervantes LLC,F-885,South Cassieport,Barley,Hulled,2024-05-10,2024-08-28,NPK 15-15-15,235.0,Chlorpyrifos,19.0,Flood,1856.3,7270.0,3594.3,6.44,377.4,14.9,53.6,6,Tractor,0.41,2980.69
14611,Martinez-Thomas,F-230,Collinbury,Soybean,Yellow,2025-02-09,2025-05-24,Compost,74.6,Glyphosate,17.4,Drip,1580.4,5947.7,3024.5,6.42,583.1,20.3,87.2,10,Harvester,0.42,2498.03
14612,"Murphy, Marsh and Collins",F-803,Katherineborough,Corn,Sweet,2024-01-20,2024-05-05,Urea,121.3,Neem Oil,17.8,Sprinkler,793.5,4177.5,2120.8,6.72,436.0,12.9,155.1,10,Plough,0.48,2005.22
14613,Price-Snow,F-337,Lake Jameston,Barley,Hulless,2025-01-09,2025-05-14,NPK 15-15-15,277.0,Neem Oil,22.5,Sprinkler,983.0,4864.0,6986.6,6.39,268.8,25.1,53.2,2,Harvester,1.07,5204.45
14614,Little-Reynolds,F-651,Theresashire,Potato,Russet,2024-06-26,2024-09-28,Compost,64.6,Glyphosate,13.3,Flood,616.6,5981.5,7868.5,6.14,466.3,18.1,92.3,7,Tractor,0.79,4725.42
14615,Foster-Phillips,F-696,Caseyfort,Potato,Red,2023-07-07,2023-12-12,Compost,56.9,Neem Oil,6.7,Flood,581.7,7235.8,3018.8,6.78,451.0,24.3,129.4,8,Harvester,0.75,5426.82
14616,Medina-Hall,F-789,Cookside,Potato,Russet,2024-04-07,2024-07-25,Compost,299.2,Neem Oil,12.0,Flood,800.4,8916.1,3932.7,5.54,544.1,13.3,94.5,10,Harvester,0.84,7489.5
14617,Stevens-Williams,F-962,South Anthony,Wheat,Emmer,2024-03-22,2024-08-03,NPK 15-15-15,122.3,Neem Oil,10.7,Drip,771.6,2581.8,1671.1,6.43,254.8,16.0,54.5,8,Harvester,0.87,2246.16
14618,Kelley-Ali,F-732,Lindseyborough,Soybean,Black,2024-12-28,2025-05-14,Urea,92.2,Glyphosate,9.1,Flood,1409.9,9792.2,8982.8,5.73,494.0,21.0,148.5,3,Plough,1.21,11848.53
14619,"May, Roberts and Neal",F-396,West Karlfurt,Corn,Sweet,2024-03-16,2024-08-17,NPK 15-15-15,293.9,Neem Oil,17.3,Flood,588.1,5096.5,5541.0,7.33,499.5,23.1,97.7,9,Harvester,0.39,1987.63
14620,Thornton-Hill,F-431,West Johnmouth,Soybean,Black,2023-10-27,2024-03-17,Urea,129.2,Neem Oil,29.9,Drip,1653.6,5990.0,3279.9,5.65,247.1,22.0,143.2,10,Plough,1.17,7008.32
14621,"Rose, Allen and Castillo",F-635,West Jay,Barley,Hulled,2023-09-27,2024-01-30,Compost,209.0,Chlorpyrifos,15.3,Drip,1500.4,9986.0,12412.4,6.6,709.7,19.7,110.5,9,Plough,0.37,3694.8
14622,"Day, Martin and Weiss",F-480,Lake Kevinchester,Corn,Sweet,2024-12-01,2025-04-10,Compost,180.4,Neem Oil,25.0,Sprinkler,910.2,1441.2,817.1,5.93,458.6,17.7,129.7,5,Tractor,1.03,1484.48
14623,Jones-Kirby,F-639,Pereztown,Potato,Russet,2024-06-13,2024-11-20,Compost,218.4,Neem Oil,8.6,Flood,1345.7,2580.1,4285.0,5.78,528.8,15.6,116.8,3,Plough,0.94,2425.33
14624,"Charles, Jordan and Bradford",F-871,Elizabethhaven,Corn,Sweet,2024-11-19,2025-03-23,NPK 15-15-15,82.3,Neem Oil,10.6,Flood,1371.0,7777.0,9399.7,6.43,612.1,15.2,109.1,5,Tractor,0.81,6299.35
14625,King-Reeves,F-787,Haileyburgh,Potato,Russet,2023-09-28,2024-02-23,Urea,233.0,Chlorpyrifos,20.3,Flood,529.5,5972.9,5431.6,5.57,572.2,15.3,158.3,5,Plough,0.33,1971.06
14626,"Bradford, Bush and Alvarado",F-986,Port Tammiebury,Wheat,Durum,2025-01-27,2025-05-05,NPK 15-15-15,281.6,Glyphosate,12.8,Flood,1515.0,6493.1,6250.1,7.49,319.9,16.7,116.9,7,Tractor,0.64,4155.6
14627,Robinson-Thomas,F-692,Lukechester,Corn,Dent,2024-09-03,2025-02-08,Urea,290.2,Glyphosate,10.0,Sprinkler,652.5,9111.3,6901.2,6.41,314.7,16.0,152.2,9,Harvester,0.57,5193.46
14628,"House, Petersen and Wright",F-920,Clarencefurt,Potato,Red,2024-05-24,2024-08-24,NPK 15-15-15,92.1,Glyphosate,24.2,Flood,1849.7,5349.8,3091.5,7.3,551.3,18.1,114.1,4,Plough,0.46,2460.93
14629,Mendoza-Boyd,F-792,Yodermouth,Barley,Hulled,2023-05-31,2023-09-06,NPK 15-15-15,117.7,Neem Oil,7.7,Sprinkler,1055.5,8322.2,4154.4,6.94,791.5,12.5,128.4,5,Plough,0.56,4660.43
14630,Hunt-Hendricks,F-191,Moranside,Soybean,Yellow,2023-09-27,2024-01-29,Compost,212.5,Chlorpyrifos,25.4,Drip,1712.3,9060.4,5345.7,6.75,352.3,19.9,133.8,8,Tractor,0.54,4892.63
14631,Hayes-Morrison,F-119,Lynnborough,Potato,Russet,2024-10-30,2025-02-17,NPK 15-15-15,154.4,Chlorpyrifos,12.1,Flood,874.0,2782.3,1971.5,5.83,551.8,17.6,101.1,9,Tractor,0.94,2615.39
14632,Lawson and Sons,F-845,Port Kelsey,Wheat,Durum,2023-09-22,2024-01-28,Urea,202.4,Neem Oil,21.6,Drip,1373.9,4934.7,3911.2,7.16,623.6,21.3,160.9,5,Harvester,0.39,1924.53
14633,"Jenkins, Davenport and Lowery",F-796,East Timothy,Soybean,Yellow,2023-09-23,2024-01-03,Compost,77.4,Neem Oil,20.5,Drip,866.7,1562.8,883.6,6.42,535.8,12.0,110.1,10,Tractor,1.22,1906.59
14634,Hernandez-Moore,F-464,Port Ashley,Barley,Hulled,2024-03-09,2024-08-14,NPK 15-15-15,151.3,Glyphosate,9.8,Sprinkler,1243.1,7101.1,3109.7,5.84,706.9,21.3,159.9,6,Harvester,1.02,7243.11
14635,Murray Ltd,F-284,Riceside,Potato,Russet,2024-09-06,2025-02-03,Compost,227.9,Chlorpyrifos,14.1,Sprinkler,666.2,5836.0,6236.3,6.91,768.8,15.2,134.9,4,Plough,1.44,8403.84
14636,"Duran, Carroll and Morris",F-187,Griffinview,Wheat,Durum,2025-01-22,2025-06-30,NPK 15-15-15,294.4,Chlorpyrifos,21.7,Sprinkler,1727.6,4316.1,2985.8,6.49,697.5,19.5,141.0,9,Harvester,0.63,2719.16
14637,Terry-Gutierrez,F-453,North Robertburgh,Barley,Hulled,2024-04-09,2024-09-08,Compost,265.0,Neem Oil,20.8,Flood,710.4,2306.2,2042.8,7.13,448.4,14.7,96.6,3,Plough,1.05,2421.53
14638,Johnson Ltd,F-735,Lake Shelby,Wheat,Emmer,2025-03-03,2025-07-19,Urea,186.3,Glyphosate,21.6,Sprinkler,1245.2,2934.7,2262.2,5.51,593.2,15.4,195.3,2,Harvester,1.11,3257.54
14639,"Small, Roberts and Crosby",F-804,North Kylefurt,Soybean,Yellow,2023-06-17,2023-09-29,NPK 15-15-15,84.9,Chlorpyrifos,13.6,Flood,1681.8,3912.1,4713.4,6.52,267.9,19.9,183.9,5,Harvester,0.69,2699.35
14640,Heath-Day,F-825,New Audreychester,Wheat,Emmer,2024-06-18,2024-10-10,NPK 15-15-15,65.5,Neem Oil,8.6,Sprinkler,1797.2,8796.8,4357.9,6.66,428.7,13.7,162.3,7,Plough,0.57,5014.2
14641,Long and Sons,F-672,East Shane,Barley,Hulless,2024-10-18,2025-01-31,Urea,87.3,Chlorpyrifos,29.6,Drip,1429.6,5040.4,4594.8,6.5,600.5,16.0,121.1,9,Tractor,1.2,6048.45
14642,Williams and Sons,F-994,Davischester,Soybean,Black,2024-09-09,2025-01-14,NPK 15-15-15,217.7,Chlorpyrifos,15.3,Sprinkler,1657.4,5259.2,2483.2,6.52,236.8,18.0,198.0,6,Plough,0.92,4838.5
14643,Lewis-Phillips,F-270,New Matthew,Corn,Sweet,2024-07-18,2024-11-21,Urea,74.4,Neem Oil,28.1,Sprinkler,1807.8,8412.4,4261.2,6.33,409.1,21.6,95.3,9,Tractor,1.03,8664.75
14644,Barrett-Myers,F-760,Port Christopherstad,Wheat,Emmer,2024-11-09,2025-02-08,Urea,288.6,Chlorpyrifos,5.1,Drip,1657.3,8439.5,5635.3,7.44,724.3,12.2,78.1,2,Harvester,1.18,9958.58
14645,Wilson-Graham,F-145,Whiteshire,Wheat,Emmer,2025-01-15,2025-06-21,NPK 15-15-15,151.7,Glyphosate,22.3,Drip,790.0,3001.6,1479.9,6.69,459.3,25.1,107.2,10,Tractor,0.4,1200.65
14646,"Baxter, Hughes and Palmer",F-151,North Tonya,Soybean,Black,2024-09-25,2025-01-23,Urea,101.8,Neem Oil,14.1,Sprinkler,1911.5,6446.4,7431.4,6.13,776.5,21.6,97.7,4,Tractor,0.49,3158.71
14647,Pennington Group,F-193,Nicoleland,Wheat,Durum,2024-06-04,2024-09-07,NPK 15-15-15,206.2,Chlorpyrifos,13.4,Flood,656.7,4213.7,1856.0,5.69,642.5,22.5,71.8,8,Tractor,1.08,4550.78
14648,Brooks-Roman,F-149,Diazfort,Soybean,Yellow,2025-02-16,2025-06-08,Compost,198.0,Chlorpyrifos,12.6,Flood,923.0,7129.3,10221.1,5.52,764.4,23.6,116.7,5,Tractor,1.46,10408.75
14649,Medina LLC,F-939,Richardsonmouth,Potato,Russet,2025-03-09,2025-07-24,Urea,204.9,Chlorpyrifos,17.1,Sprinkler,1369.8,7766.3,3408.7,6.55,406.8,15.0,153.0,10,Plough,0.53,4116.13
14650,Howard-Jackson,F-488,Port Josephshire,Wheat,Emmer,2023-07-10,2023-11-28,Compost,170.5,Glyphosate,10.3,Drip,864.1,4134.7,2043.6,5.69,376.3,15.5,150.7,4,Plough,0.47,1943.31
14651,"Griffith, Kerr and Floyd",F-300,Morganshire,Barley,Hulled,2023-07-30,2024-01-04,NPK 15-15-15,294.6,Chlorpyrifos,7.0,Drip,1211.7,1003.5,486.6,7.01,460.8,22.6,136.4,6,Harvester,1.06,1063.75
14652,Campbell Inc,F-641,Jessicaview,Potato,Red,2025-02-03,2025-05-13,Urea,219.9,Neem Oil,27.1,Sprinkler,541.0,5159.9,3827.2,6.5,263.4,24.3,70.9,10,Tractor,0.92,4747.11
14653,"Wilson, Mcfarland and Henderson",F-990,West Brian,Soybean,Yellow,2023-07-22,2023-11-11,Urea,155.7,Chlorpyrifos,19.2,Drip,1682.0,2926.0,1525.8,6.12,594.0,21.7,117.0,5,Harvester,1.3,3803.85
14654,Bush Ltd,F-961,North Kristenmouth,Wheat,Durum,2024-12-19,2025-05-23,Urea,258.1,Chlorpyrifos,19.5,Drip,1829.6,2106.2,3200.5,6.84,305.5,24.2,175.7,7,Tractor,0.46,968.86
14655,Vaughn-Frazier,F-328,East Norma,Soybean,Black,2024-06-03,2024-10-07,Urea,102.9,Glyphosate,18.4,Drip,1737.2,2221.4,1792.8,6.46,236.8,18.3,196.7,5,Harvester,0.9,1999.25
14656,Zavala Group,F-695,North Richard,Barley,Hulless,2025-01-30,2025-05-27,NPK 15-15-15,193.0,Neem Oil,13.4,Sprinkler,1888.6,6738.0,6193.4,5.88,320.7,21.8,125.3,4,Tractor,1.31,8826.75
14657,Woods Group,F-223,Weberfort,Barley,Hulless,2024-06-22,2024-10-06,Compost,233.6,Glyphosate,28.1,Sprinkler,784.3,9984.2,4043.7,6.2,569.5,18.6,55.8,4,Tractor,1.5,14976.27
14658,"Johnson, Brown and Nelson",F-951,Ericberg,Wheat,Durum,2023-08-30,2023-12-19,Compost,261.0,Neem Oil,25.5,Sprinkler,1408.9,9762.7,4955.7,6.8,307.8,25.9,156.3,5,Plough,0.36,3514.57
14659,"Solis, Hall and Martinez",F-838,Port Amber,Wheat,Emmer,2023-11-11,2024-04-07,Compost,289.1,Neem Oil,20.1,Drip,1901.6,3037.8,1773.8,5.78,483.3,12.7,56.1,6,Plough,1.37,4161.85
14660,"Gordon, Palmer and Smith",F-996,South Raymond,Wheat,Durum,2024-05-31,2024-09-14,Compost,225.2,Glyphosate,19.3,Drip,626.6,3150.6,1738.3,6.37,435.1,12.5,134.3,8,Plough,1.05,3308.13
14661,Dudley-Sanchez,F-447,Josephhaven,Barley,Hulled,2023-10-03,2024-03-08,Compost,113.8,Glyphosate,25.4,Sprinkler,626.3,2436.8,3572.5,6.83,329.2,22.3,139.6,9,Plough,0.52,1267.15
14662,"Trujillo, Powell and York",F-947,West Kimberlymouth,Corn,Dent,2025-01-25,2025-06-28,Compost,122.4,Neem Oil,29.7,Flood,1260.7,4953.4,2060.0,6.38,645.5,21.4,84.2,9,Harvester,0.84,4160.89
14663,Parker-Nguyen,F-931,Michaelshire,Potato,Russet,2025-01-08,2025-04-19,Urea,225.8,Chlorpyrifos,27.4,Sprinkler,761.8,4794.2,2335.0,5.9,471.5,13.1,70.4,2,Plough,1.24,5944.85
14664,"Greer, Meyer and Mahoney",F-986,Tiffanybury,Wheat,Emmer,2023-08-29,2023-11-30,NPK 15-15-15,58.8,Neem Oil,27.1,Flood,794.6,7532.1,6108.0,5.59,498.3,25.4,159.2,6,Plough,0.41,3088.15
14665,"Grant, Crawford and Morris",F-687,Brooksberg,Potato,Russet,2023-10-04,2024-01-02,NPK 15-15-15,250.7,Glyphosate,15.9,Flood,962.1,3368.3,2859.3,6.84,307.7,24.9,133.6,9,Plough,1.11,3738.78
14666,Spencer LLC,F-997,West Williammouth,Soybean,Yellow,2023-11-18,2024-03-17,Urea,160.6,Glyphosate,9.4,Sprinkler,1985.6,3269.1,5568.6,7.23,539.6,23.1,69.4,3,Plough,0.87,2844.14
14667,Richards Group,F-898,Williamsstad,Barley,Hulled,2024-07-11,2024-12-15,NPK 15-15-15,276.6,Neem Oil,27.5,Sprinkler,1729.6,4673.3,2359.7,6.52,580.4,26.0,95.3,2,Tractor,0.46,2149.72
14668,"Lee, Acosta and Moore",F-810,West Ashleytown,Potato,Russet,2024-09-28,2025-02-11,NPK 15-15-15,246.6,Neem Oil,18.8,Flood,1219.2,2295.4,1054.7,6.64,248.3,20.4,133.5,6,Harvester,0.96,2203.63
14669,Newton-Coleman,F-906,Gordonstad,Potato,Russet,2025-02-26,2025-05-31,NPK 15-15-15,293.3,Glyphosate,17.5,Drip,1765.7,4277.0,2462.8,7.15,372.6,13.0,188.1,6,Plough,0.61,2608.99
14670,Nelson-Duncan,F-643,Thomashaven,Soybean,Black,2023-12-12,2024-03-16,Urea,197.9,Neem Oil,29.3,Flood,1904.5,9173.0,4121.9,7.12,616.1,17.5,138.0,10,Harvester,0.44,4036.11
14671,Santos-Moon,F-984,Ericmouth,Potato,Red,2024-07-26,2024-11-22,Compost,202.5,Neem Oil,9.3,Flood,1119.7,6143.9,4543.7,7.19,558.5,13.6,159.5,2,Plough,0.49,3010.53
14672,Campbell Group,F-772,Martinshire,Soybean,Black,2025-04-06,2025-07-22,Compost,56.3,Neem Oil,27.7,Drip,1045.4,1701.1,782.3,6.41,235.3,16.1,70.2,7,Plough,1.25,2126.32
14673,George Inc,F-336,East Leah,Soybean,Black,2024-02-23,2024-07-29,NPK 15-15-15,54.5,Glyphosate,19.9,Sprinkler,1072.2,5341.0,7029.6,6.3,448.2,24.0,198.4,10,Plough,0.65,3471.66
14674,Cook PLC,F-357,East Leonard,Soybean,Yellow,2024-06-28,2024-11-29,Compost,180.1,Chlorpyrifos,17.8,Flood,1041.9,1958.4,1954.6,6.54,237.0,12.2,105.8,5,Tractor,0.56,1096.68
14675,Bailey Ltd,F-856,Heidiborough,Wheat,Emmer,2023-12-30,2024-04-14,NPK 15-15-15,260.6,Neem Oil,11.0,Drip,1841.3,8471.2,6699.8,6.86,291.4,23.3,128.1,6,Harvester,0.43,3642.62
14676,"Tran, Foster and Lee",F-103,Davidton,Potato,Red,2024-09-01,2024-12-18,NPK 15-15-15,153.2,Chlorpyrifos,7.9,Drip,1589.6,6261.5,3081.4,6.51,316.8,22.2,111.5,4,Tractor,0.98,6136.24
14677,Mathis LLC,F-471,South Lauren,Barley,Hulled,2024-11-19,2025-02-20,NPK 15-15-15,238.1,Neem Oil,23.0,Sprinkler,1858.7,7714.3,5817.3,5.76,223.4,18.0,120.8,10,Harvester,1.16,8948.54
14678,Morales-Palmer,F-920,Stacyside,Barley,Hulled,2024-10-29,2025-04-03,Urea,263.2,Neem Oil,5.9,Drip,1210.2,9743.1,9248.2,5.92,640.6,25.0,80.9,10,Tractor,1.17,11399.44
14679,Shelton Ltd,F-835,Port Michael,Soybean,Black,2024-01-29,2024-05-08,Urea,263.1,Neem Oil,20.9,Flood,1821.2,2059.0,3850.2,6.36,409.6,18.7,126.9,5,Harvester,1.46,3006.18
14680,"Simmons, Turner and Cain",F-575,South Tara,Corn,Dent,2024-02-01,2024-05-20,Urea,56.1,Chlorpyrifos,28.2,Drip,1751.6,3054.1,1848.5,6.79,443.2,16.0,91.6,9,Plough,0.63,1924.09
14681,"Chavez, White and Estes",F-958,Spencerbury,Potato,Red,2025-04-10,2025-08-20,NPK 15-15-15,283.0,Glyphosate,17.3,Drip,1113.8,2281.9,1556.5,5.72,273.5,19.2,85.5,4,Harvester,0.77,1757.05
14682,Nelson LLC,F-951,North John,Soybean,Yellow,2025-01-15,2025-04-17,Urea,133.1,Chlorpyrifos,11.7,Drip,1715.3,6887.6,12923.1,5.94,621.3,18.7,154.4,6,Harvester,0.38,2617.3
14683,Jensen-Leach,F-100,Lake Cathy,Potato,Russet,2025-01-10,2025-04-25,NPK 15-15-15,251.9,Neem Oil,7.6,Sprinkler,1295.9,1151.9,533.5,6.85,620.0,16.2,178.3,4,Plough,0.43,495.3
14684,Rose-Kerr,F-141,Cherylton,Barley,Hulled,2025-02-27,2025-07-11,Compost,79.8,Chlorpyrifos,24.0,Sprinkler,664.6,4385.4,4990.8,7.28,620.0,16.0,103.9,5,Plough,0.7,3069.79
14685,Bennett Inc,F-755,East Jessica,Corn,Sweet,2025-03-14,2025-06-29,Compost,229.4,Glyphosate,7.5,Drip,1732.9,2483.7,2795.5,6.85,523.9,16.5,87.8,10,Tractor,1.14,2831.38
14686,Carpenter-Mendez,F-623,Lake Mariaport,Potato,Red,2024-08-17,2025-01-14,NPK 15-15-15,252.5,Chlorpyrifos,13.2,Sprinkler,1218.2,2920.8,1218.2,6.23,623.1,22.9,144.7,5,Tractor,1.16,3388.1
14687,Terry-Moore,F-471,Port Alyssa,Corn,Sweet,2024-01-08,2024-05-20,Urea,296.1,Glyphosate,26.2,Drip,718.9,9925.6,12982.0,7.45,744.5,14.0,77.6,3,Harvester,1.28,12704.72
14688,Garcia-James,F-452,Hardymouth,Wheat,Durum,2024-09-04,2025-01-04,NPK 15-15-15,66.0,Neem Oil,18.6,Flood,1903.2,5909.8,2706.4,6.73,534.1,22.4,115.2,8,Tractor,0.45,2659.43
14689,"Smith, Mendez and Lopez",F-136,Emilytown,Potato,Russet,2023-10-23,2024-01-22,Compost,153.3,Neem Oil,26.5,Flood,934.2,5288.1,7587.9,6.68,784.9,22.7,114.8,4,Harvester,1.11,5869.8
14690,Griffin-Cherry,F-651,Mckinneystad,Wheat,Emmer,2025-04-03,2025-08-07,NPK 15-15-15,224.8,Glyphosate,27.3,Sprinkler,1217.4,4029.8,3143.8,5.97,297.0,19.7,108.3,9,Tractor,0.68,2740.3
14691,Jackson-Edwards,F-714,Reyesside,Potato,Russet,2023-07-10,2023-11-11,Compost,164.2,Neem Oil,7.2,Flood,1629.9,3095.3,1878.5,6.24,610.5,15.0,146.0,2,Tractor,1.0,3095.32
14692,Harrell-Howard,F-391,Port Brandon,Corn,Sweet,2024-06-06,2024-11-09,Urea,125.8,Neem Oil,29.9,Drip,867.6,1741.9,1457.0,6.68,661.1,12.5,166.2,9,Plough,0.48,836.13
14693,Russell and Sons,F-762,West Paigechester,Soybean,Black,2025-03-15,2025-07-11,Compost,50.9,Neem Oil,19.5,Flood,1911.3,5164.2,2588.2,5.55,318.5,25.3,123.1,10,Harvester,0.61,3150.14
14694,"Kennedy, Weaver and Sanchez",F-552,North Wesleyhaven,Soybean,Yellow,2024-04-17,2024-08-17,Urea,209.2,Chlorpyrifos,7.3,Sprinkler,980.4,4435.7,5110.9,6.09,513.6,25.6,130.7,9,Harvester,1.01,4480.04
14695,"Ramirez, Perez and Mueller",F-914,North Brentport,Soybean,Black,2023-12-06,2024-04-15,Compost,50.2,Neem Oil,29.6,Sprinkler,1599.7,4817.1,3300.6,7.4,564.6,21.9,74.7,10,Tractor,0.53,2553.04
14696,Lopez LLC,F-842,Carolfurt,Wheat,Durum,2024-08-21,2024-12-22,NPK 15-15-15,168.3,Neem Oil,19.3,Drip,920.8,8389.3,4871.8,6.6,300.9,15.7,147.9,6,Tractor,0.88,7382.6
14697,"Hawkins, Noble and Kennedy",F-115,East Jason,Soybean,Yellow,2023-06-23,2023-10-23,Compost,80.9,Glyphosate,16.4,Sprinkler,1869.4,4704.1,5393.9,6.71,536.7,23.7,77.9,7,Plough,0.48,2257.95
14698,Valdez-Figueroa,F-643,East Robert,Soybean,Yellow,2024-09-04,2025-01-21,NPK 15-15-15,144.2,Chlorpyrifos,21.3,Flood,1749.2,3507.6,1469.4,7.09,725.3,16.3,181.8,8,Tractor,0.92,3227.02
14699,"Sanchez, Hicks and Bradley",F-700,South Robertland,Potato,Russet,2024-07-25,2024-11-08,NPK 15-15-15,212.4,Glyphosate,20.2,Sprinkler,1913.5,6865.3,7235.6,5.66,695.8,23.3,184.2,3,Tractor,0.71,4874.35
14700,Roth-Mills,F-705,North Courtneyside,Potato,Russet,2023-08-11,2023-12-22,Urea,297.7,Neem Oil,23.3,Drip,1233.2,7296.2,5636.2,6.57,414.4,23.3,162.6,10,Tractor,1.31,9558.04
14701,"Parker, Horton and Lee",F-743,New Julie,Barley,Hulless,2023-09-21,2024-02-11,Compost,240.6,Glyphosate,22.2,Flood,1403.2,8148.6,4412.9,6.9,350.0,19.0,62.1,5,Tractor,1.15,9370.86
14702,Moore LLC,F-217,Pearsonport,Corn,Sweet,2024-10-09,2025-03-08,Compost,172.5,Neem Oil,27.2,Drip,1498.8,9876.4,5701.3,6.88,611.4,23.2,78.3,7,Harvester,0.82,8098.68
14703,Rogers-Barnes,F-397,West Amanda,Barley,Hulled,2023-12-16,2024-04-16,Urea,197.1,Chlorpyrifos,11.5,Sprinkler,922.0,1401.4,593.4,7.17,489.8,18.5,86.4,3,Harvester,1.26,1765.8
14704,Jones-Mckinney,F-824,Lake Ryan,Barley,Hulless,2024-02-16,2024-06-03,NPK 15-15-15,228.6,Neem Oil,7.0,Flood,1423.0,6653.7,4177.8,7.36,707.0,12.8,71.0,9,Plough,0.77,5123.39
14705,"Pittman, York and Greene",F-217,Wilsonbury,Wheat,Emmer,2024-07-04,2024-11-18,Compost,264.0,Glyphosate,17.7,Sprinkler,1897.0,8369.7,10874.1,7.42,447.1,19.8,158.5,10,Plough,1.35,11299.11
14706,Stokes LLC,F-124,Keithton,Corn,Sweet,2023-05-03,2023-09-27,Compost,258.6,Glyphosate,14.8,Drip,1187.4,1407.3,729.7,6.14,376.4,17.6,113.1,7,Tractor,0.78,1097.71
14707,"Koch, Butler and Harvey",F-820,South Jeffreyfurt,Soybean,Black,2023-12-26,2024-06-02,Urea,224.9,Neem Oil,16.6,Flood,1122.6,5182.8,2678.3,5.54,484.2,20.3,64.6,5,Plough,0.99,5131.01
14708,Blair LLC,F-711,Sherryhaven,Soybean,Black,2024-03-04,2024-06-20,Urea,101.8,Chlorpyrifos,23.2,Sprinkler,931.3,5333.3,4227.8,5.53,486.4,13.0,56.2,7,Harvester,0.65,3466.66
14709,Price PLC,F-635,South Robin,Wheat,Emmer,2024-08-04,2024-12-27,Compost,249.0,Neem Oil,8.3,Sprinkler,1563.2,4306.5,1841.6,5.83,501.1,20.2,57.1,9,Tractor,1.25,5383.12
14710,Brown Ltd,F-382,North Matthewmouth,Corn,Dent,2023-10-24,2024-02-28,Compost,84.9,Neem Oil,14.4,Flood,1922.8,9435.6,4118.6,6.84,255.7,25.1,191.8,8,Tractor,0.56,5283.92
14711,Gallagher-Bradley,F-439,Jeffreyland,Potato,Russet,2023-07-25,2023-12-02,Compost,209.2,Glyphosate,5.2,Drip,567.6,9967.4,4278.7,6.06,381.1,18.3,130.5,5,Harvester,0.96,9568.75
14712,"Bowers, Murphy and Wang",F-657,Hoffmanfort,Corn,Sweet,2024-11-02,2025-03-03,NPK 15-15-15,93.4,Chlorpyrifos,10.7,Flood,505.2,5578.0,2693.6,7.2,698.8,13.9,132.6,10,Plough,0.52,2900.56
14713,"Payne, Campbell and Riddle",F-602,Aprilberg,Barley,Hulless,2023-12-20,2024-05-07,Urea,110.3,Glyphosate,17.8,Flood,1395.8,8506.9,3548.1,7.43,514.2,14.8,89.6,6,Harvester,0.68,5784.69
14714,Warren LLC,F-930,Ginatown,Wheat,Durum,2025-02-06,2025-05-24,Urea,279.5,Chlorpyrifos,18.5,Flood,1157.6,9597.3,7699.8,5.85,796.8,14.7,157.1,8,Harvester,0.86,8253.71
14715,Mullins-Washington,F-563,Port Eric,Corn,Dent,2024-09-10,2025-02-15,NPK 15-15-15,297.8,Neem Oil,7.8,Flood,579.4,9061.6,9061.3,6.19,631.9,12.3,195.7,8,Harvester,1.45,13139.32
